Transaction_ID,Customer_Name,Customer_ID,UPI_ID,Bank_Name,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_UPI_ID,Location_City,Location_State,Device_ID,IP_Address,Transaction_Type,Channel,Is_Fraudulent,Fraud_Type,Risk_Score,Detection_Flag
TXN00287,Eshani Guha,CUST0287,hrishita97@upi,SBI,18605.39,8/3/2025,2:26:22,Agarwal Inc,PLC@upi,Kanpur,Maharashtra,8aaac200-e2f7-4a36-a1ed-85560ae5db5b,140.72.38.96,Peer-to-Peer,Mobile App,0,None,68,Clear
TXN00288,Aayush Doshi,CUST0288,vohradhanush@upi,PNB,377.42,3/3/2025,0:17:22,"Sundaram, Chatterjee and Rana",and Sons@upi,Akola,Manipur,b484bd51-e3c6-4b63-8774-0550fc402ce4,99.31.44.70,Recharge,USSD,0,None,29,Clear
TXN00289,Adah Sathe,CUST0289,zainabarad@upi,ICICI,40980.7,4/11/2025,7:29:09,Kant Inc,Ltd@upi,Pali,Goa,b0a6efd2-32f0-4ef2-9c1c-6104fec2b293,165.237.178.51,Recharge,Mobile App,0,None,26,Clear
TXN00290,Kimaya Karan,CUST0290,piyachadha@upi,ICICI,31717.71,7/30/2025,15:45:43,Handa Ltd,LLC@upi,Dibrugarh,Telangana,cc0df28b-fca8-41cf-8a9a-a84be8ef0958,126.44.71.236,Recharge,Mobile App,1,Fake QR Code,87,Flagged
TXN00291,Anya Chowdhury,CUST0291,keeraarush@upi,SBI,3023.72,7/7/2025,9:04:21,Taneja LLC,PLC@upi,Bongaigaon,Chhattisgarh,46104c8b-2064-4645-86f5-201ef054fae3,183.107.25.204,Bill Payment,Web,0,None,57,Clear
TXN00292,Pari Bose,CUST0292,jgour@upi,PNB,14613.97,2/11/2025,15:40:48,"Chokshi, Kari and Bahl",Inc@upi,Haldia,Tripura,81517c1b-8f78-4403-b9a6-51b346be530b,125.86.18.226,Recharge,Web,1,Unauthorized Access,84,Flagged
TXN00293,Mannat Rajagopal,CUST0293,pmall@upi,HDFC,40262.29,1/11/2025,2:36:24,Gulati Inc,and Sons@upi,Naihati,West Bengal,a574c746-d553-45a2-8473-6909fc8121d9,158.39.227.170,Merchant Payment,USSD,0,None,21,Clear
TXN00294,Samarth Mall,CUST0294,thamannishith@upi,HDFC,1521.31,8/3/2025,19:49:24,Balay Inc,Inc@upi,Varanasi,Odisha,6a59737d-1c75-44c3-9255-d75adddbf00e,197.133.221.236,Recharge,USSD,0,None,22,Clear
TXN00295,Jiya Lata,CUST0295,nratta@upi,Axis Bank,14446.99,8/27/2025,18:27:29,"Golla, Borah and Tiwari",Group@upi,Kota,Goa,b05c104a-4f93-4e60-8abc-69e5f2b1c2f0,151.219.184.168,Bill Payment,API,0,None,55,Clear
TXN00296,Ritvik Dugal,CUST0296,bhattacharyyatrisha@upi,PNB,19299.95,3/4/2025,23:26:27,Krishna PLC,LLC@upi,Dhule,Meghalaya,49481b43-7040-4163-8186-18e182e21ad3,217.231.254.18,Refund,Web,0,None,19,Clear
TXN00297,Adah Bir,CUST0297,yyogi@upi,Axis Bank,27524.77,4/15/2025,12:40:24,Sanghvi-Ravel,LLC@upi,Anand,Punjab,2d9be915-d66a-4250-bc1f-eed557968c58,176.226.49.11,Merchant Payment,USSD,0,None,22,Clear
TXN00298,Krish Choudhary,CUST0298,parinaaz31@upi,PNB,4692.05,2/10/2025,0:15:13,Sharaf-Sampath,Ltd@upi,Shahjahanpur,Chhattisgarh,5c5414f5-4fb3-4c66-bd44-71ae518e389a,203.86.85.50,Merchant Payment,Mobile App,1,Fake QR Code,88,Flagged
TXN00299,Dharmajan Bhattacharyya,CUST0299,parinaaz33@upi,Canara Bank,41409.91,2/15/2025,1:00:21,Mahal-Sarna,Ltd@upi,Barasat,Jharkhand,dbcf3e3d-1630-4927-a6ff-b4c9577b3ed3,204.30.68.158,Refund,QR Code,0,None,0,Clear
TXN00300,Akarsh Randhawa,CUST0300,rsanghvi@upi,ICICI,10639.98,2/1/2025,17:01:52,"Sahni, Majumdar and Dugal",Group@upi,Bhilai,Jharkhand,ac0db72e-3b50-4363-9ad0-01f59ab5b40f,217.230.148.201,Merchant Payment,Web,0,None,41,Clear
TXN00301,Himmat Ahuja,CUST0301,lakshit77@upi,ICICI,12398.74,7/27/2025,15:29:52,Agrawal and Sons,PLC@upi,Berhampur,Haryana,5d083be0-3fa1-4011-bd21-f2a9d741547f,79.106.88.113,Bill Payment,QR Code,0,None,40,Clear
TXN00302,Inaaya  Virk,CUST0302,miraan46@upi,BOB,14003.24,6/8/2025,8:25:49,Ratta PLC,LLC@upi,Belgaum,Arunachal Pradesh,a06493a6-9baf-4d66-9c1a-2989c9b623d5,208.252.181.21,Peer-to-Peer,API,0,None,52,Clear
TXN00303,Kimaya Bhavsar,CUST0303,elarana@upi,BOB,21981.67,8/24/2025,4:28:01,Luthra-Kala,and Sons@upi,Meerut,Assam,f0365bd5-4d5a-4018-b152-639b6b68c229,55.239.119.172,Refund,QR Code,0,None,12,Clear
TXN00304,Nakul Saraf,CUST0304,ivana13@upi,SBI,13682.31,8/8/2025,13:29:29,Konda-Roy,LLC@upi,Mirzapur,Rajasthan,63f02491-d705-45fa-988a-4af0758cd5ac,198.5.157.212,Merchant Payment,Web,0,None,15,Clear
TXN00305,Devansh Ravi,CUST0305,barya@upi,BOB,37417.9,6/14/2025,5:46:07,Doctor-Ganesan,LLC@upi,Berhampore,Kerala,67aed1d1-f844-4974-a80d-cdffa5d06583,180.75.173.248,Bill Payment,API,0,None,43,Clear
TXN00306,Keya Jha,CUST0306,pcherian@upi,Canara Bank,4562.98,6/4/2025,10:31:48,Shere-Jhaveri,PLC@upi,Raurkela Industrial Township,Telangana,75339386-e98b-4877-8292-c4e318104b46,56.146.106.150,Merchant Payment,QR Code,0,None,38,Clear
TXN00307,Siya Barad,CUST0307,egopal@upi,BOB,26783.59,7/6/2025,5:44:07,Lata Group,Ltd@upi,Latur,Karnataka,6edfabe2-e087-4e12-a438-9eaa10f83d95,149.230.91.73,Bill Payment,Web,0,None,27,Clear
TXN00308,Devansh Chandra,CUST0308,fkakar@upi,SBI,6184.47,4/25/2025,4:26:39,Sarma-Kanda,Group@upi,Gangtok,Himachal Pradesh,8a4c6b71-0399-49c7-8083-8ce6954d1a9e,48.210.69.2,Refund,USSD,0,None,66,Clear
TXN00309,Yuvaan Viswanathan,CUST0309,vanya19@upi,Canara Bank,18613.02,6/21/2025,20:33:36,"Reddy, Uppal and Ahuja",and Sons@upi,Junagadh,Andhra Pradesh,dbed46ac-6259-487a-a832-7a81fd81a644,121.126.40.207,Merchant Payment,USSD,0,None,41,Clear
TXN00310,Aaina Bhalla,CUST0310,fmaharaj@upi,Axis Bank,5076.34,8/19/2025,1:49:51,"Kari, Borah and Vig",LLC@upi,Malda,Madhya Pradesh,ae113815-03b0-4bed-a287-8b5e5abf6117,221.162.254.226,Peer-to-Peer,Web,0,None,29,Clear
TXN00311,Riaan Datta,CUST0311,vedika82@upi,Axis Bank,17966.06,7/30/2025,16:37:56,Dass-Bhat,Inc@upi,Avadi,Tamil Nadu,f16ebdb3-f308-4f5c-9ccb-8519d8e908a0,36.66.15.196,Bill Payment,USSD,0,None,37,Clear
TXN00312,Ivana Mahal,CUST0312,aryarenee@upi,PNB,29082.06,2/19/2025,23:49:34,Mangal-Kaur,Inc@upi,Sultan Pur Majra,Sikkim,a12011af-c025-4613-a84f-682d8dc2df3f,202.43.179.14,Refund,API,0,None,57,Clear
TXN00313,Ranbir Andra,CUST0313,pranaydevi@upi,ICICI,21371.24,1/26/2025,13:14:44,Sangha-Aurora,Group@upi,Ongole,Punjab,d4d133d1-a0c7-4bfd-b20d-1d9d025d5720,161.244.96.106,Peer-to-Peer,Web,0,None,43,Clear
TXN00314,Kavya Sankar,CUST0314,biju67@upi,PNB,42570.25,2/27/2025,1:07:07,Issac-Choudhry,Inc@upi,Singrauli,Telangana,01a8850a-e65f-4c7f-ba49-eeae9c6451a1,178.47.123.164,Peer-to-Peer,API,0,None,26,Clear
TXN00315,Bhamini Bhalla,CUST0315,nitara29@upi,ICICI,12351.05,4/4/2025,3:07:50,"Sodhi, Sachar and Bhattacharyya",Inc@upi,Bettiah,West Bengal,f6a16319-89aa-440d-8757-7ce797950c52,203.200.177.27,Merchant Payment,USSD,0,None,35,Clear
TXN00316,Dharmajan Dara,CUST0316,kanav41@upi,SBI,38138.15,6/19/2025,18:06:01,Mani-Deep,Group@upi,Gurgaon,Punjab,d6b26f2a-aa3f-4150-b17a-a5ddc5232dd4,26.240.2.45,Recharge,QR Code,0,None,3,Clear
TXN00317,Kiaan Shenoy,CUST0317,vdugar@upi,Axis Bank,15751.67,8/5/2025,12:51:49,Dugal Inc,Ltd@upi,Malegaon,Kerala,8ff91dab-759e-4128-888f-93ae41d68a81,220.7.223.130,Refund,Mobile App,0,None,54,Clear
TXN00318,Zaina Ramakrishnan,CUST0318,darnehmat@upi,PNB,17412.5,6/23/2025,23:23:28,Kuruvilla Group,Group@upi,Mirzapur,Kerala,e14d31f5-8b04-499f-8a33-c012899c3b84,217.85.147.3,Refund,Mobile App,0,None,11,Clear
TXN00319,Alisha Loke,CUST0319,reyansh86@upi,BOB,17801.89,1/8/2025,16:25:20,"Sengupta, Dhawan and Gill",and Sons@upi,Sagar,Haryana,c07a74b1-08f8-44c2-99b0-406dfa47f8d4,211.114.185.116,Merchant Payment,Web,0,None,35,Clear
TXN00320,Eshani Chaudry,CUST0320,indrans30@upi,ICICI,20375.04,6/23/2025,22:32:42,Venkatesh PLC,Inc@upi,Bhavnagar,Goa,3e3a0406-ff04-4656-b350-6db142481799,115.203.76.137,Bill Payment,Mobile App,0,None,60,Clear
TXN00321,Ivana Bhat,CUST0321,raunak20@upi,BOB,41875.81,7/21/2025,7:25:22,"Batta, Swaminathan and Vohra",PLC@upi,Nagpur,Punjab,f30c0c8d-843b-487e-9e55-14c178aa3bf6,188.29.188.82,Recharge,USSD,0,None,53,Clear
TXN00322,Aradhya Wali,CUST0322,adivan@upi,BOB,18842.46,2/1/2025,10:46:01,Shanker-Bhat,Ltd@upi,Ramgarh,Arunachal Pradesh,47582963-e1a8-468f-a7dd-f15957d9a01d,201.127.84.13,Peer-to-Peer,Web,0,None,38,Clear
TXN00323,Hiran Kala,CUST0323,sairabhatnagar@upi,PNB,16651.49,2/7/2025,14:27:12,"Bajwa, Tandon and Ratti",Inc@upi,Srikakulam,Bihar,05813296-1f26-4dfe-b023-253792838c5e,176.73.97.187,Recharge,USSD,0,None,53,Clear
TXN00324,Samiha Bakshi,CUST0324,sissac@upi,ICICI,35111.81,4/3/2025,0:52:40,"Zacharia, Garde and Mangat",Ltd@upi,Tadipatri,Meghalaya,967e6d28-edd6-4a3c-b0dd-d94bd5a423a1,204.54.78.177,Refund,USSD,0,None,29,Clear
TXN00325,Charvi Zachariah,CUST0325,chakrabartiumang@upi,SBI,49091.73,2/16/2025,0:56:05,Bajwa LLC,LLC@upi,Bulandshahr,Mizoram,05858743-225f-4624-87f2-f83fb9619471,193.89.68.152,Recharge,API,0,None,47,Clear
TXN00326,Amira Chhabra,CUST0326,irana@upi,Canara Bank,15163.82,3/14/2025,1:38:51,"Dixit, Borra and Krishnamurthy",LLC@upi,Mehsana,Manipur,d064377f-627d-402b-bc6b-c008884a7876,4.171.165.165,Bill Payment,API,0,None,34,Clear
TXN00327,Yakshit Basu,CUST0327,bbali@upi,Axis Bank,732,7/19/2025,22:55:49,"Kanda, Wason and Rama",Ltd@upi,Shimoga,Gujarat,be2e3dcb-fa67-4e72-82c4-c638f38fd58c,83.176.122.123,Merchant Payment,Web,0,None,32,Clear
TXN00328,Damini Agarwal,CUST0328,darshit46@upi,Axis Bank,1257.5,3/18/2025,2:04:41,Mammen Ltd,Group@upi,Mathura,Gujarat,3e0b1238-c6c9-4e1a-9a30-24c7eb447763,215.120.89.120,Peer-to-Peer,QR Code,0,None,33,Clear
TXN00329,Umang Bava,CUST0329,dmandal@upi,HDFC,27442,6/20/2025,13:46:26,Ganesan-Mall,Inc@upi,Tirupati,Uttarakhand,21f79e8e-3e9a-465d-929d-4ca0ddd44942,108.204.143.49,Merchant Payment,QR Code,1,Unauthorized Access,90,Flagged
TXN00330,Myra Sawhney,CUST0330,sdeo@upi,HDFC,1593.35,8/12/2025,18:54:02,Sami Inc,PLC@upi,Dehradun,Tamil Nadu,6a169173-278a-4bfc-ab24-5281cc45f613,222.148.231.31,Recharge,QR Code,0,None,39,Clear
TXN00331,Emir Din,CUST0331,ybawa@upi,ICICI,47099.91,5/7/2025,16:41:59,"Gera, Sarkar and Krishnan",PLC@upi,Kozhikode,Haryana,bcbc419a-db4e-4b9e-94b4-8c7d9e67cbb4,155.243.171.62,Recharge,Web,0,None,5,Clear
TXN00332,Navya Dass,CUST0332,fsagar@upi,Canara Bank,28164.52,5/12/2025,8:56:26,Kannan-Saraf,Group@upi,Lucknow,Meghalaya,bab054c9-1aec-47cc-bf66-966583efe307,197.91.201.126,Bill Payment,API,0,None,61,Clear
TXN00333,Keya Sarin,CUST0333,divithalder@upi,Canara Bank,15539.63,7/19/2025,23:42:43,Saran Ltd,Inc@upi,Akola,Tripura,c57135f5-90f3-4040-9237-d9507a571ad4,54.221.102.73,Refund,Web,0,None,22,Clear
TXN00334,Dishani Vig,CUST0334,kiaanbassi@upi,SBI,4055.74,1/5/2025,17:16:05,"Tella, Chauhan and Soni",PLC@upi,Gangtok,Manipur,5804cfed-3ebd-40e3-9cab-b3de42b1a799,135.245.215.188,Recharge,Mobile App,0,None,57,Clear
TXN00335,Oorja Batra,CUST0335,msankar@upi,ICICI,28558.87,8/19/2025,3:49:27,Warrior-Singhal,Inc@upi,Kishanganj,Arunachal Pradesh,97562d7f-fcfa-45f5-86ce-b463b0c5ab6a,89.53.36.211,Recharge,QR Code,0,None,35,Clear
TXN00336,Divyansh Babu,CUST0336,indrajit60@upi,ICICI,6539.63,8/14/2025,10:10:53,Raman Inc,and Sons@upi,Berhampore,Uttar Pradesh,29b5318e-12a5-4a3b-b660-6aedaf86443d,149.156.176.173,Bill Payment,Web,0,None,11,Clear
TXN00337,Parinaaz Sarin,CUST0337,riaansundaram@upi,SBI,36797.67,6/27/2025,9:30:50,Kashyap Inc,Ltd@upi,Hajipur,Jharkhand,90cccd8e-c252-4c63-a25b-c37d82028187,189.104.143.15,Refund,Web,0,None,19,Clear
TXN00338,Advik Sule,CUST0338,bakshifarhan@upi,Canara Bank,1221.99,7/7/2025,7:26:09,Srinivas-Swamy,Group@upi,Gangtok,Uttarakhand,f62c2e69-c875-4a74-9bcf-ca6215423020,62.59.105.40,Peer-to-Peer,QR Code,0,None,3,Clear
TXN00339,Ishaan Bhakta,CUST0339,manikyavarghese@upi,ICICI,28467.82,8/26/2025,4:08:47,Khare Group,Inc@upi,Dindigul,Goa,d492957a-59e6-4e8b-9de5-5774d98c047e,189.145.91.182,Bill Payment,USSD,0,None,56,Clear
TXN00340,Sara Kapur,CUST0340,vanyavenkatesh@upi,SBI,37554.41,6/3/2025,15:24:25,Date and Sons,Inc@upi,Anantapur,Jharkhand,a146375a-8e0f-49e6-acf7-c7edce99e940,170.62.9.32,Merchant Payment,USSD,0,None,58,Clear
TXN00341,Anay Cheema,CUST0341,vaibhav46@upi,SBI,30008.73,2/26/2025,6:44:29,Sur-Jani,Group@upi,Srinagar,Mizoram,9f2149f2-fde5-4e9c-9c35-61aa8614ef2d,155.146.246.137,Peer-to-Peer,Web,0,None,12,Clear
TXN00342,Lavanya Subramanian,CUST0342,vihaan72@upi,Canara Bank,39380.71,1/23/2025,14:10:39,Rattan Inc,and Sons@upi,Gandhinagar,Meghalaya,ef11184e-47e0-4cc3-8b5c-82bed61ff584,175.223.233.42,Merchant Payment,USSD,0,None,23,Clear
TXN00343,Shanaya Ramanathan,CUST0343,anaysarkar@upi,BOB,41077.1,7/26/2025,23:29:01,Lalla-Basak,and Sons@upi,Udupi,Tripura,87944679-8e76-49fb-88e3-9226a6a0ec2e,160.141.181.157,Peer-to-Peer,Mobile App,0,None,14,Clear
TXN00344,Diya Vasa,CUST0344,rasha09@upi,Canara Bank,6596.08,5/31/2025,4:32:15,Choudhury-Balan,LLC@upi,Bhatpara,Uttarakhand,9c8aad76-1ddf-4246-8af7-7fce28c9264a,109.103.97.101,Bill Payment,QR Code,0,None,18,Clear
TXN00345,Shayak Vyas,CUST0345,vihaan32@upi,ICICI,10345.44,6/18/2025,14:01:27,"Sekhon, Gola and Lata",PLC@upi,Hubli–Dharwad,Chhattisgarh,99934489-aa82-4afe-9d7e-e6ee1d3404a1,34.21.165.26,Recharge,Mobile App,0,None,55,Clear
TXN00346,Farhan Raval,CUST0346,devansh47@upi,SBI,33760.61,6/1/2025,22:31:30,Agarwal Inc,LLC@upi,Korba,Himachal Pradesh,ad4a12bd-8203-4496-b96a-c29d3ba56b03,180.170.56.190,Merchant Payment,Mobile App,0,None,36,Clear
TXN00347,Mahika Hegde,CUST0347,ryanbanik@upi,Axis Bank,24255.9,1/30/2025,9:54:53,"Bala, Batra and Rajagopalan",Group@upi,Gangtok,Goa,fc11334c-bb12-4790-9305-856e37bb872d,141.185.176.122,Peer-to-Peer,QR Code,0,None,48,Clear
TXN00348,Romil Comar,CUST0348,gokul20@upi,PNB,31861.69,1/14/2025,17:24:36,Gade and Sons,LLC@upi,Eluru,Nagaland,0d4ea0a0-b795-4017-8ab2-091cb567fd14,52.95.2.230,Bill Payment,Web,0,None,69,Clear
TXN00349,Kashvi Boase,CUST0349,adah63@upi,SBI,48820.94,6/12/2025,18:23:17,Bhargava-Bora,Group@upi,Berhampur,Arunachal Pradesh,4367d101-6281-480b-8e98-a3b4fedb98de,197.70.221.186,Refund,QR Code,0,None,43,Clear
TXN00350,Ahana  Dhawan,CUST0350,onkar21@upi,BOB,32235.73,3/13/2025,8:58:05,Sura Inc,Ltd@upi,Surendranagar Dudhrej,Maharashtra,341ba62d-4f60-40b1-b3ba-0b10cca1fb79,57.125.45.65,Recharge,USSD,0,None,44,Clear
TXN00351,Kabir Rana,CUST0351,qbhakta@upi,SBI,23255.3,5/2/2025,17:27:21,Bhagat-Taneja,Ltd@upi,Udupi,Uttar Pradesh,bc4a7f46-8fe0-45be-a386-3726a9165735,22.231.37.158,Merchant Payment,Web,0,None,0,Clear
TXN00352,Tejas Yadav,CUST0352,krishwalla@upi,Canara Bank,18193.47,6/17/2025,20:30:09,"Saini, Madan and Sengupta",Ltd@upi,Malegaon,Manipur,1a91791b-9008-423e-b35e-73172919e54e,205.210.20.226,Merchant Payment,QR Code,0,None,67,Clear
TXN00353,Nitara Devi,CUST0353,jiyadeol@upi,Axis Bank,1438.96,4/25/2025,8:03:22,Ahluwalia-Comar,LLC@upi,Lucknow,Mizoram,a3dddb3d-756b-48bf-aaca-95605dfc6a1f,151.6.176.196,Refund,USSD,0,None,66,Clear
TXN00354,Sana Chatterjee,CUST0354,qkapur@upi,PNB,14532.84,5/16/2025,14:16:38,Kari Inc,Ltd@upi,Pondicherry,Telangana,f377b734-1d77-40c2-96fc-235e73aa7129,215.76.201.215,Peer-to-Peer,API,0,None,30,Clear
TXN00355,Biju Deshmukh,CUST0355,salvipriyansh@upi,Canara Bank,15791.62,2/10/2025,1:16:27,Sabharwal LLC,Group@upi,Bikaner,Mizoram,3e29510a-5221-4281-b2ab-c5ace8457c9a,12.76.36.93,Peer-to-Peer,QR Code,0,None,64,Clear
TXN00356,Aarush Manda,CUST0356,umangkapadia@upi,Canara Bank,15957.01,6/24/2025,11:39:32,"Sachdev, Hayre and Mahal",Inc@upi,Nagpur,Arunachal Pradesh,5ef40529-6490-4e8f-b63d-19de0ec677db,59.204.35.209,Recharge,USSD,0,None,39,Clear
TXN00357,Kavya Bahri,CUST0357,samaira86@upi,ICICI,21722.56,3/18/2025,9:42:30,Chana Inc,Group@upi,Singrauli,Maharashtra,67b8b078-dc6b-41e6-af0e-522ce6c437e1,204.118.237.15,Recharge,QR Code,0,None,25,Clear
TXN00358,Samiha Shroff,CUST0358,cdoshi@upi,HDFC,35133.68,6/11/2025,19:48:55,"Bhavsar, Ahuja and Dutt",and Sons@upi,Miryalaguda,Tripura,35260cc3-cffc-4953-87a6-c0c939b934f1,201.90.59.54,Merchant Payment,USSD,0,None,38,Clear
TXN00359,Lagan Chakraborty,CUST0359,karora@upi,SBI,32854.12,4/20/2025,6:28:41,Bal-Arora,PLC@upi,Ghaziabad,Uttar Pradesh,8f1cdf2c-8bb8-4236-b6d0-90e78b3487e7,207.20.34.211,Peer-to-Peer,QR Code,0,None,16,Clear
TXN00360,Divij Rana,CUST0360,kashvi70@upi,HDFC,43598.78,1/10/2025,5:04:27,Kunda and Sons,Ltd@upi,Hubli–Dharwad,Karnataka,ca0f7a06-dde5-40ad-9a06-e8ae858935fe,196.13.204.155,Peer-to-Peer,USSD,0,None,3,Clear
TXN00361,Kaira Konda,CUST0361,vvaidya@upi,SBI,1477.19,8/26/2025,0:14:01,"Agarwal, Sangha and Butala",Inc@upi,Dewas,Karnataka,e1e332b9-2d05-4ff3-85f6-ffce8766dba4,214.197.31.48,Merchant Payment,API,0,None,61,Clear
TXN00362,Anya Virk,CUST0362,ggade@upi,HDFC,8394.74,2/4/2025,1:58:36,"Virk, Hora and Warrior",and Sons@upi,Arrah,Himachal Pradesh,0fa6b557-3b5b-4633-818c-fa6d2396f4e0,164.235.227.229,Refund,API,0,None,49,Clear
TXN00363,Rohan Ahuja,CUST0363,nkari@upi,SBI,5719.06,8/31/2025,0:23:22,Khosla-Dubey,Inc@upi,Khandwa,Madhya Pradesh,cc71c0bd-69e5-4128-b410-aabeebc916b6,214.232.80.82,Recharge,API,0,None,38,Clear
TXN00364,Dishani Chanda,CUST0364,sastryhiran@upi,SBI,38105.46,8/21/2025,16:45:39,Kapoor-Srinivasan,Inc@upi,Rourkela,Maharashtra,990817e6-bc4d-407a-9181-359e91cc112b,222.182.137.21,Peer-to-Peer,Mobile App,0,None,29,Clear
TXN00365,Vaibhav Balay,CUST0365,prerak01@upi,BOB,35807.11,1/18/2025,15:09:46,D’Alia-Gill,Group@upi,Dharmavaram,Madhya Pradesh,0a986f16-ccf6-4f17-ae01-72afcfeba5c7,167.164.133.182,Recharge,Web,0,None,9,Clear
TXN00366,Ojas Sankar,CUST0366,zkarnik@upi,ICICI,1614.22,2/8/2025,7:07:57,Kulkarni Inc,Inc@upi,South Dumdum,Jharkhand,e2e89355-3adb-4af5-80e2-947f934dde7d,133.58.240.77,Bill Payment,Web,0,None,67,Clear
TXN00367,Mehul Bhakta,CUST0367,gardesamar@upi,BOB,37842.33,5/29/2025,2:24:28,Boase-Kapadia,LLC@upi,Ahmedabad,Mizoram,03fdd856-4cb2-4131-9343-b7e86215ada7,115.95.251.77,Refund,Mobile App,0,None,11,Clear
TXN00368,Jayesh Dhawan,CUST0368,vdash@upi,Axis Bank,20923.28,6/24/2025,22:35:57,Deshpande and Sons,PLC@upi,Saharanpur,Assam,20c646ce-2e6c-4856-bd27-ff63a3d78f09,92.203.250.174,Bill Payment,QR Code,1,Fake QR Code,72,Flagged
TXN00369,Taran Seshadri,CUST0369,raviivana@upi,BOB,20791.88,5/22/2025,23:38:28,Krish PLC,Inc@upi,Cuttack,Mizoram,cea1be48-4f86-4524-845b-c37922231c52,188.43.177.118,Recharge,Web,0,None,44,Clear
TXN00370,Anaya Gade,CUST0370,elakshiagate@upi,Axis Bank,23191.2,2/17/2025,22:38:27,Sangha and Sons,Group@upi,Saharanpur,Manipur,cb5cec5f-3448-4fbd-9f98-73853c6a2b6f,215.177.185.14,Merchant Payment,Mobile App,1,SIM Swap,88,Flagged
TXN00371,Nishith Dass,CUST0371,nrama@upi,Canara Bank,25441.04,2/20/2025,8:23:02,Walia and Sons,Ltd@upi,Anand,Sikkim,a8f218bf-bacd-4bf0-9cc0-ca6fbc2b8256,121.55.219.106,Merchant Payment,API,0,None,18,Clear
TXN00372,Nirvi Kata,CUST0372,vritikadin@upi,SBI,31506.63,3/10/2025,19:33:10,Kuruvilla-Keer,Ltd@upi,Adoni,Himachal Pradesh,85333e4d-2515-4df5-acc4-12bc0f09c0a5,157.11.74.82,Refund,API,1,Unauthorized Access,78,Flagged
TXN00373,Misha Sodhi,CUST0373,eshani20@upi,Axis Bank,5186.15,6/17/2025,17:11:41,Swamy and Sons,PLC@upi,Hajipur,Arunachal Pradesh,c8d030b3-802e-4147-b0fd-15e8d05f1e56,96.170.117.135,Peer-to-Peer,API,0,None,4,Clear
TXN00374,Adira Dada,CUST0374,erattan@upi,HDFC,39708.94,8/10/2025,5:28:40,Singh and Sons,and Sons@upi,Gopalpur,Bihar,70124312-d072-46fb-907e-3b74e34b3bfd,128.19.92.185,Recharge,Web,0,None,58,Clear
TXN00375,Anahita Rajan,CUST0375,evabobal@upi,ICICI,14494.73,4/20/2025,7:37:42,"Sandhu, Dara and Madan",Group@upi,Bidhannagar,Odisha,bb9d12ff-25dc-4bce-ae8f-5ddf3bfec1a7,221.186.66.115,Peer-to-Peer,QR Code,1,None,94,Flagged
TXN00376,Hridaan Kota,CUST0376,sastrykanav@upi,Canara Bank,28640.13,8/17/2025,16:21:15,Yogi Group,LLC@upi,Delhi,Gujarat,8254d366-8011-473d-89d0-0f304ac0e741,216.195.12.122,Peer-to-Peer,Web,1,App Cloning,83,Flagged
TXN00377,Krish Khatri,CUST0377,fgola@upi,Axis Bank,12927.14,6/21/2025,0:41:31,Mander-Das,and Sons@upi,Katni,Chhattisgarh,bfe0ab97-0866-490e-b64c-ce6a133b0eb0,216.157.84.244,Refund,Web,1,Unauthorized Access,93,Flagged
TXN00378,Kashvi Dada,CUST0378,hiran06@upi,HDFC,8948.75,9/1/2025,1:16:48,"Tripathi, Kannan and Swaminathan",PLC@upi,Vijayanagaram,Kerala,31920bb2-ddfe-4b57-8b0c-8df3abc97b26,152.169.168.235,Peer-to-Peer,Web,0,None,31,Clear
TXN00379,Indranil Gandhi,CUST0379,dishani66@upi,ICICI,4128.41,3/1/2025,23:10:47,Manda-Bala,Inc@upi,Bongaigaon,Goa,5880eb1f-739b-453d-957d-521cf9d66520,115.149.129.10,Peer-to-Peer,USSD,0,None,37,Clear
TXN00380,Himmat Randhawa,CUST0380,ydutta@upi,Canara Bank,21237.54,5/23/2025,11:36:15,"Boase, Warrior and Batta",PLC@upi,Pali,Chhattisgarh,732f80fe-7d22-4725-8991-633e20496f15,144.44.43.158,Peer-to-Peer,QR Code,0,None,27,Clear
TXN00381,Amira Dixit,CUST0381,srao@upi,BOB,27138.57,4/18/2025,7:05:20,Ganesan and Sons,LLC@upi,Suryapet,Tripura,ce59194f-6487-4c78-9989-959223e53d30,136.97.13.158,Recharge,API,0,None,35,Clear
TXN00382,Sara Shroff,CUST0382,bavaindrajit@upi,Canara Bank,29459.2,2/1/2025,5:55:04,Kale PLC,Ltd@upi,Bhiwandi,Sikkim,ab573f98-5c9a-4612-b9a1-7722162236db,137.85.253.192,Refund,QR Code,1,SIM Swap,78,Flagged
TXN00383,Kaira Kalla,CUST0383,dhanuk62@upi,Canara Bank,14091.75,8/3/2025,20:33:12,"Lanka, Tella and Hora",Ltd@upi,Srinagar,Madhya Pradesh,555ccc24-e73a-4f14-8db0-f3d9303deb0d,37.60.196.82,Bill Payment,QR Code,1,None,84,Flagged
TXN00384,Farhan Loyal,CUST0384,goyalzaina@upi,ICICI,42781.14,6/16/2025,12:56:34,Batta and Sons,Group@upi,Coimbatore,Himachal Pradesh,fa974cca-1671-44e4-8045-98f14de7ead9,25.241.48.84,Recharge,QR Code,0,None,31,Clear
